CodigoCliente,Estrato,Habitaciones,Ingresos,Consumo,IndiceRecaudo,Estado,QSAT
1238601,4,4,3.7,397,0.15,NORMAL,4
1238603,3,1,3.06,318,0.28,NORMAL,1
1238604,2,1,2.53,252,0.52,NORMAL,3
1238643,3,2,3,310,0.38,NORMAL,2
1238695,3,4,2.98,307,0.37,NORMAL,5
1238835,3,2,2.67,269,0.52,NORMAL,5
1238874,2,1,2.31,224,0.49,NORMAL,4
1238915,2,1,2.21,212,0.54,NORMAL,3
1238935,3,2,3.07,319,0.34,NORMAL,2
1238954,2,1,2.17,207,0.59,NORMAL,1
1238994,3,3,2.97,306,0.37,NORMAL,3
1239007,2,2,2.23,215,0.63,NORMAL,1
1239057,3,2,3.34,352,0.28,NORMAL,2
1239091,2,3,2.11,200,0.62,NORMAL,1
1239113,4,2,3.67,393,0.14,NORMAL,5
1239118,3,4,3.31,349,0.35,NORMAL,5
1239199,3,3,2.81,287,0.36,NORMAL,1
1239383,3,1,3.21,336,0.32,NORMAL,4
1239403,4,1,3.89,420,0.04,AVISO SUSPENSION,5
1239407,4,2,3.74,402,0.14,NORMAL,3
1239479,3,2,3.39,358,0.33,NORMAL,4
1239571,2,1,2.19,210,0.68,NORMAL,2
1239698,2,3,2.3,223,0.57,NORMAL,4
1239700,3,2,2.63,264,0.45,NORMAL,2
1239703,3,2,3.25,341,0.31,NORMAL,1
1239725,4,4,3.84,414,0.11,NORMAL,1
1239733,3,1,3.25,341,0.31,NORMAL,2
1239819,3,1,2.91,299,0.43,NORMAL,3
1239864,2,3,2.17,207,0.53,NORMAL,5
1239885,3,3,3.41,361,0.16,NORMAL,4
1239898,3,4,2.76,280,0.45,NORMAL,2
1240006,3,3,3.47,368,0.14,NORMAL,3
1240027,3,1,3.31,348,0.29,NORMAL,1
1240044,4,3,3.56,379,0.22,NORMAL,4
1240089,3,1,3.06,317,0.35,NORMAL,4
1240119,3,2,3.35,353,0.34,NORMAL,5
1240147,3,1,3.44,364,0.19,NORMAL,2
1240150,3,2,2.63,264,0.53,NORMAL,2
1240159,3,1,3.36,355,0.19,NORMAL,2
1240161,2,4,2.61,262,0.56,NORMAL,3
1240187,4,1,3.57,381,0.11,NORMAL,3
1240391,3,2,3.46,367,0.23,NORMAL,1
1240445,3,2,2.77,282,0.37,NORMAL,5
1240492,3,4,2.7,273,0.53,NORMAL,1
1240506,4,1,3.78,407,0.09,NORMAL,1
1240509,3,3,2.74,278,0.46,NORMAL,4
1240613,2,4,2.53,252,0.54,NORMAL,2
1240662,4,1,3.56,379,0.2,NORMAL,1
1240668,3,1,3.01,311,0.34,NORMAL,3
1240683,3,1,3.12,325,0.41,NORMAL,3
1240703,4,1,3.79,408,0.19,NORMAL,5
1240732,2,3,2.34,228,0.58,NORMAL,4
1240769,2,1,2.6,261,0.54,NORMAL,3
1240807,3,2,3.07,319,0.34,NORMAL,5
1240820,3,3,2.69,271,0.45,NORMAL,1
1240909,3,3,3.39,358,0.31,NORMAL,1
1240951,3,1,2.73,276,0.38,NORMAL,3
1240969,3,1,3.1,322,0.41,NORMAL,3
1241020,3,4,3.39,358,0.21,NORMAL,5
1241151,4,3,3.72,399,0.09,NORMAL,1
1241292,3,1,2.98,307,0.37,NORMAL,4
1241300,2,1,2.16,206,0.63,NORMAL,4
1241302,3,4,3.27,344,0.32,NORMAL,2
1241563,2,4,2.16,206,0.55,NORMAL,1
1241680,4,3,3.73,400,0.17,NORMAL,2
1241731,3,3,3.47,368,0.16,NORMAL,2
1241774,3,1,3.34,352,0.3,NORMAL,1
1241913,2,1,2.33,227,0.5,NORMAL,5
1241971,4,4,3.81,411,0.18,NORMAL,3
1241986,3,4,2.81,286,0.48,NORMAL,2
1242075,3,4,3.45,366,0.19,NORMAL,4
1242195,3,2,2.73,276,0.38,NORMAL,5
1242234,2,4,2.42,238,0.59,NORMAL,3
1242296,4,1,3.81,410,0.08,NORMAL,1
1242331,2,2,2.33,227,0.5,NORMAL,4
1242409,2,1,2.49,247,0.45,NORMAL,5
1242453,4,4,3.67,393,0.08,NORMAL,3
1242706,3,4,3.02,313,0.43,NORMAL,4
1242766,3,4,3.36,355,0.25,NORMAL,3
1242835,3,2,3.32,350,0.23,NORMAL,5
1242850,3,3,3.47,368,0.28,NORMAL,4
1242850,3,4,3.44,365,0.19,NORMAL,4
1242859,3,4,2.73,276,0.5,NORMAL,2
1242938,3,2,3.49,371,0.28,NORMAL,2
1242960,4,4,3.75,403,0.18,NORMAL,3
1242972,3,1,2.65,266,0.49,NORMAL,1
1242997,3,1,2.64,265,0.43,NORMAL,3
1243219,3,3,3.31,348,0.25,NORMAL,2
1243224,3,1,3.48,369,0.26,NORMAL,1
1243302,3,1,2.85,291,0.35,NORMAL,4
1243322,4,4,3.86,417,0.11,NORMAL,3
1243325,3,3,3.37,356,0.21,NORMAL,5
1243425,4,4,3.77,406,0.19,NORMAL,2
1243476,4,4,3.72,399,0.17,NORMAL,2
1243536,3,4,3.53,376,0.14,NORMAL,3
1243636,3,1,3.01,311,0.34,NORMAL,2
1243734,3,1,3.12,325,0.29,NORMAL,5
1243735,3,4,2.69,271,0.51,NORMAL,2
1243845,3,1,2.67,269,0.52,NORMAL,2
1244022,4,2,3.81,410,0.2,NORMAL,5
1244052,2,4,2.12,201,0.7,NORMAL,4
1244125,3,3,3.52,374,0.23,NORMAL,1
1244323,3,3,2.7,273,0.37,NORMAL,3
1244329,3,1,3.15,329,0.24,NORMAL,2
1244356,4,2,3.56,380,0.18,NORMAL,4
1244417,3,2,3.17,331,0.29,NORMAL,3
1244456,3,2,2.75,279,0.48,NORMAL,4
1244581,4,4,3.61,386,0.2,NORMAL,2
1244618,2,3,2.35,229,0.59,NORMAL,3
1244774,2,3,2.61,262,0.54,NORMAL,5
1244831,3,3,2.94,302,0.36,NORMAL,1
1244853,2,2,2.12,201,0.54,NORMAL,5
1244994,3,1,3.21,336,0.36,NORMAL,3
1245041,2,4,2.51,249,0.45,NORMAL,4
1245092,4,4,3.65,391,0.11,NORMAL,3
1245116,2,3,2.5,248,0.45,NORMAL,1
1245125,3,4,3.52,374,0.23,NORMAL,3
1245240,3,1,3.34,352,0.2,NORMAL,4
1245347,4,3,3.56,380,0.28,NORMAL,5
1245428,4,1,3.64,389,0.17,NORMAL,4
1245605,2,4,2.11,200,0.7,NORMAL,2
1245631,3,1,3.44,365,0.29,NORMAL,3
1245702,3,3,3.45,366,0.15,NORMAL,1
1245963,2,2,2.33,227,0.52,NORMAL,5
1246116,2,4,2.19,210,0.56,NORMAL,4
1246181,2,4,2.27,220,0.62,NORMAL,4
1246277,2,4,2.19,210,0.62,NORMAL,1
1246387,3,2,2.81,287,0.42,NORMAL,3
1246428,3,4,2.9,298,0.41,NORMAL,4
1246483,2,4,2.4,236,0.54,NORMAL,3
1246550,3,1,3.35,353,0.22,NORMAL,1
1246552,3,2,2.99,309,0.44,NORMAL,1
1246582,4,2,3.75,403,0.14,NORMAL,2
1246629,3,1,2.88,295,0.48,NORMAL,4
1246630,2,4,2.13,202,0.66,NORMAL,2
1246642,3,2,3.02,312,0.3,NORMAL,5
1246688,2,1,2.55,254,0.58,NORMAL,3
1246698,4,4,3.69,395,0.24,NORMAL,3
1246790,2,3,2.43,239,0.45,NORMAL,1
1246860,3,4,3.43,363,0.2,NORMAL,1
1246938,2,1,2.5,248,0.59,NORMAL,4
1246986,4,3,3.6,384,0.21,NORMAL,2
1247072,4,2,3.78,407,0.09,NORMAL,4
1247107,3,2,2.69,271,0.43,NORMAL,4
1247115,3,2,3.1,323,0.31,NORMAL,5
1247159,2,4,2.25,217,0.52,NORMAL,4
1247192,4,3,3.55,378,0.18,NORMAL,3
1247199,3,3,3.23,338,0.32,NORMAL,5
1247238,4,2,3.6,385,0.26,NORMAL,4
1247270,3,4,3.44,365,0.25,NORMAL,2
1247369,3,1,3.04,315,0.39,NORMAL,2
1247418,2,3,2.58,258,0.49,NORMAL,4
1247471,3,2,3.44,365,0.31,NORMAL,2
1247490,2,3,2.42,238,0.61,NORMAL,1
1247504,2,2,2.56,255,0.55,NORMAL,2
1247508,2,2,2.41,237,0.54,NORMAL,3
1247551,4,1,3.69,395,0.22,NORMAL,4
1247685,3,2,2.69,272,0.49,NORMAL,4
1247696,3,2,2.9,298,0.41,NORMAL,4
1247701,3,1,3.22,337,0.22,NORMAL,3
1247747,4,1,3.75,403,0.1,NORMAL,2
1247765,2,2,2.6,260,0.46,NORMAL,2
1247806,2,4,2.24,216,0.65,NORMAL,4
1247906,3,4,3.45,366,0.21,NORMAL,3
1247932,2,2,2.6,260,0.42,NORMAL,2
1247950,2,4,2.36,231,0.59,NORMAL,5
1248006,2,1,2.59,259,0.5,NORMAL,2
1248006,2,4,2.34,228,0.64,NORMAL,1
1248095,2,3,2.59,259,0.46,NORMAL,4
1248107,3,2,3.02,313,0.27,NORMAL,3
1248179,3,4,2.89,296,0.46,NORMAL,4
1248261,3,1,3.16,330,0.35,NORMAL,2
1248483,3,2,3.33,351,0.3,NORMAL,1
1248496,3,3,3.27,343,0.3,NORMAL,4
1248518,2,3,2.27,220,0.54,NORMAL,3
1248539,3,3,2.71,274,0.47,NORMAL,5
1248654,2,4,2.27,220,0.62,NORMAL,1
1248716,2,4,2.31,225,0.48,NORMAL,2
1248740,2,3,2.53,252,0.58,NORMAL,2
1248792,3,2,3.08,320,0.42,NORMAL,3
1248863,3,2,2.89,296,0.36,NORMAL,2
1248896,3,3,3.32,350,0.19,NORMAL,1
1248910,2,3,2.49,247,0.53,NORMAL,3
1248925,3,1,2.69,272,0.51,NORMAL,1
1248942,2,4,2.23,215,0.51,NORMAL,4
1249100,4,4,3.77,406,0.11,NORMAL,4
1249137,4,1,3.68,394,0.08,NORMAL,5
1249268,4,2,3.55,378,0.18,NORMAL,1
1249289,3,4,3.3,347,0.31,NORMAL,2
1249439,3,3,3.53,376,0.28,NORMAL,4
1249511,3,3,2.72,275,0.39,NORMAL,5
1249511,3,4,3.35,354,0.24,NORMAL,4
1249613,4,4,3.57,381,0.19,NORMAL,5
1249644,3,3,2.77,282,0.39,NORMAL,5
1249678,2,4,2.51,249,0.59,NORMAL,5
1249730,3,1,2.82,288,0.45,NORMAL,5
1249813,4,3,3.65,391,0.23,NORMAL,3
1249865,3,3,3.1,322,0.39,NORMAL,4
1249891,4,4,3.75,403,0.1,NORMAL,1
1249918,3,2,3.46,367,0.21,NORMAL,5
1249952,3,1,3.18,332,0.25,NORMAL,1
1249979,2,2,2.38,233,0.57,NORMAL,4
1249985,4,2,3.55,378,0.12,NORMAL,3
1250008,4,2,3.88,419,0.08,NORMAL,1
1250033,2,1,2.3,223,0.51,NORMAL,3
1250059,3,2,3.07,319,0.34,NORMAL,2
1250268,3,3,2.72,275,0.45,NORMAL,2
1250349,4,3,3.6,384,0.19,NORMAL,4
1250353,2,3,2.61,262,0.44,NORMAL,1
1250368,4,1,3.72,399,0.19,NORMAL,1
1250471,4,4,3.55,378,0.26,NORMAL,5
1250539,4,2,3.89,420,0.1,NORMAL,3
1250616,3,3,3.48,370,0.2,NORMAL,4
1250647,2,3,2.15,204,0.67,NORMAL,5
1250766,2,1,2.13,202,0.6,NORMAL,4
1250846,2,3,2.61,262,0.42,NORMAL,4
1250967,4,2,3.79,408,0.09,NORMAL,3
1250974,3,3,2.89,296,0.46,NORMAL,1
1250989,3,1,3.19,333,0.23,NORMAL,5
1251015,2,4,2.19,210,0.56,NORMAL,4
1251057,4,4,3.56,379,0.12,NORMAL,4
1251356,3,4,3.3,347,0.23,NORMAL,2
1251365,3,3,2.98,307,0.39,NORMAL,4
1251414,4,3,3.73,401,0.15,NORMAL,4
1251422,2,1,2.12,201,0.68,NORMAL,1
1251474,2,3,2.46,243,0.5,NORMAL,3
1251551,4,3,3.56,380,0.28,NORMAL,3
1251625,3,2,2.81,286,0.38,NORMAL,4
1251748,3,1,2.62,263,0.45,NORMAL,2
1251769,3,4,2.65,267,0.5,NORMAL,5
1251804,3,3,3.29,346,0.32,NORMAL,2
1251893,3,1,3.42,362,0.18,NORMAL,3
1251897,4,2,3.79,408,0.17,NORMAL,4
1251969,3,3,3.14,327,0.26,NORMAL,1
1252022,3,3,2.69,271,0.49,NORMAL,5
1252147,3,2,3.16,330,0.35,NORMAL,4
1252170,3,2,2.85,292,0.4,NORMAL,5
1252193,2,2,2.22,213,0.61,NORMAL,4
1252267,3,2,3.23,339,0.29,NORMAL,1
1252307,2,3,2.33,227,0.64,NORMAL,3
1252372,2,1,2.19,210,0.54,NORMAL,1
1252375,3,4,2.73,276,0.48,NORMAL,4
1252435,2,2,2.13,202,0.64,NORMAL,1
1252442,4,1,3.88,419,0.12,NORMAL,3
1252518,3,1,3.15,328,0.26,NORMAL,4
1252595,2,1,2.52,251,0.5,NORMAL,1
1252609,3,2,2.8,285,0.42,NORMAL,4
1252634,3,2,2.82,288,0.33,NORMAL,2
1252846,3,1,2.87,294,0.42,NORMAL,2
1252891,3,2,3.31,349,0.21,NORMAL,2
1252900,2,3,2.54,253,0.48,NORMAL,2
1253065,2,4,2.53,252,0.52,NORMAL,3
1253230,3,1,3.15,328,0.3,NORMAL,2
1253446,3,3,2.93,301,0.4,NORMAL,3
1253452,2,2,2.27,219,0.54,NORMAL,3
1253550,3,3,3.19,334,0.28,NORMAL,1
1253644,3,1,3.52,375,0.19,NORMAL,3
1253727,3,4,2.81,287,0.46,NORMAL,4
1253750,3,2,2.78,283,0.51,NORMAL,1
1253821,4,4,3.6,385,0.2,NORMAL,3
1253836,3,2,3.1,322,0.27,NORMAL,2
1253898,4,3,3.87,418,0.16,NORMAL,3
1253920,2,1,2.51,249,0.43,NORMAL,3
1253922,3,3,3.3,347,0.31,NORMAL,5
1253948,4,3,3.67,393,0.24,NORMAL,2
1253948,4,2,3.67,393,0.1,NORMAL,1
1254116,4,3,3.6,385,0.14,NORMAL,4
1254137,3,1,2.65,267,0.52,NORMAL,5
1254170,3,2,3.11,324,0.39,NORMAL,3
1254280,3,1,2.78,283,0.41,NORMAL,3
1254422,2,4,2.27,219,0.64,NORMAL,4
1254444,3,1,3.1,322,0.41,NORMAL,3
1254486,3,4,2.69,271,0.49,NORMAL,4
1254531,2,1,2.6,261,0.5,NORMAL,3
1254567,2,2,2.56,256,0.55,NORMAL,4
1254623,4,3,3.67,393,0.22,NORMAL,2
1254693,3,4,2.67,269,0.4,NORMAL,5
1254842,2,3,2.29,222,0.65,NORMAL,2
1254927,4,3,3.71,398,0.21,NORMAL,5
1254957,4,2,3.74,402,0.2,NORMAL,2
1254984,3,2,3.39,358,0.29,NORMAL,1
1255114,3,4,3.07,319,0.3,NORMAL,2
1255135,3,2,3.46,367,0.29,NORMAL,5
1255185,4,1,3.58,382,0.23,NORMAL,4
1255228,3,2,2.81,287,0.36,NORMAL,2
1255239,4,2,3.56,379,0.14,NORMAL,5
1255264,4,3,3.6,384,0.11,NORMAL,2
1255594,3,4,3.36,355,0.27,NORMAL,1
1255638,4,1,3.61,386,0.2,NORMAL,5
1255660,4,3,3.61,386,0.18,NORMAL,5
1255719,3,3,3.34,352,0.34,NORMAL,3
1255733,4,3,3.85,416,0.15,NORMAL,4
1255871,3,4,2.92,300,0.45,NORMAL,1
1255961,2,1,2.56,256,0.41,NORMAL,4
1255961,4,4,3.8,409,0.19,NORMAL,3
1255974,3,3,2.65,267,0.5,NORMAL,1
1256109,3,2,3.27,344,0.2,NORMAL,2
1256120,3,4,3.2,335,0.34,NORMAL,5
1256167,3,4,3.23,339,0.25,NORMAL,4
1256303,3,4,3.52,375,0.27,NORMAL,3
1256345,3,3,2.65,266,0.47,NORMAL,3
1256464,3,2,2.71,274,0.39,NORMAL,4
1256585,3,3,3.15,329,0.4,NORMAL,2
1256717,3,3,2.67,269,0.52,NORMAL,3
1256769,3,2,2.79,284,0.42,NORMAL,1
1256793,3,3,3.5,372,0.15,NORMAL,2
1256798,2,1,2.41,237,0.58,NORMAL,3
1256799,2,2,2.12,201,0.54,NORMAL,5
1256809,3,2,2.88,295,0.38,NORMAL,1
1256932,3,3,2.77,282,0.39,NORMAL,2
1257107,3,3,3.48,369,0.28,NORMAL,4
1257108,3,2,2.74,278,0.36,NORMAL,4
1257158,3,3,2.72,275,0.45,NORMAL,2
1257178,4,4,3.69,396,0.18,NORMAL,4
1257187,2,2,2.5,248,0.43,NORMAL,3
1257197,4,2,3.85,415,0.11,NORMAL,2
1257206,2,2,2.12,201,0.62,NORMAL,1
1257213,4,2,3.74,402,0.08,NORMAL,1
1257240,2,1,2.41,237,0.58,NORMAL,2
1257263,3,4,2.71,274,0.37,NORMAL,4
1257268,3,3,3.3,347,0.19,NORMAL,4
1257324,3,1,2.72,275,0.51,NORMAL,1
1257417,3,3,3.03,314,0.37,NORMAL,3
1257498,3,4,3.48,369,0.18,NORMAL,4
1257501,3,3,3.47,368,0.24,NORMAL,2
1257505,2,1,2.6,261,0.42,NORMAL,3
1257520,4,3,3.6,384,0.21,NORMAL,4
1257652,3,4,3.09,321,0.26,NORMAL,3
1257707,2,2,2.32,226,0.52,NORMAL,3
1257791,2,2,2.16,206,0.65,NORMAL,5
1257810,2,4,2.21,212,0.62,NORMAL,4
1257858,2,3,2.11,200,0.68,NORMAL,4
1257959,4,4,3.64,389,0.15,NORMAL,1
1258045,4,1,3.81,411,0.2,NORMAL,3
1258082,4,3,3.67,393,0.18,NORMAL,4
1258092,4,1,3.76,404,0.06,NORMAL,4
1258103,3,1,3.32,350,0.19,NORMAL,5
1258166,4,1,3.68,394,0.16,NORMAL,2
1258167,3,2,3.35,353,0.26,NORMAL,1
1258290,4,4,3.65,391,0.17,NORMAL,3
1258450,2,4,2.15,205,0.57,NORMAL,4
1258609,3,4,2.67,269,0.42,NORMAL,2
1258632,4,3,3.86,417,0.09,NORMAL,1
1258909,3,1,3.18,332,0.37,NORMAL,3
1258945,2,4,2.14,203,0.56,NORMAL,5
1259007,2,3,2.4,235,0.46,NORMAL,3
1259042,3,4,2.63,264,0.51,NORMAL,3
1259068,2,2,2.42,238,0.59,NORMAL,4
1259075,2,2,2.56,255,0.57,NORMAL,2
1259087,3,4,3.26,342,0.33,NORMAL,2
1259158,3,2,3.14,327,0.3,NORMAL,1
1259190,3,3,3.35,354,0.18,NORMAL,4
1259236,2,2,2.33,227,0.5,NORMAL,4
1259240,2,4,2.23,215,0.57,NORMAL,1
1259312,2,1,2.15,204,0.57,NORMAL,2
1259335,2,2,2.4,236,0.46,NORMAL,1
1259504,4,3,3.83,413,0.16,NORMAL,4
1259504,3,4,2.71,274,0.49,NORMAL,2
1259582,4,4,3.79,408,0.05,NORMAL,3
1259863,4,1,3.78,407,0.15,NORMAL,3
1260134,2,4,2.36,231,0.57,NORMAL,3
1260160,3,1,2.64,265,0.49,NORMAL,2
1260276,4,4,3.6,385,0.16,NORMAL,1
1260371,4,3,3.77,406,0.21,NORMAL,5
1260407,4,2,3.72,399,0.07,NORMAL,3
1260434,4,2,3.73,401,0.07,NORMAL,5
1260450,3,4,2.97,306,0.29,NORMAL,4
1260543,3,3,3.12,325,0.27,NORMAL,4
1260557,3,1,3.05,316,0.37,NORMAL,4
1260634,4,2,3.78,407,0.19,NORMAL,4
1260668,3,4,3.34,352,0.32,NORMAL,5
1260719,2,4,2.48,246,0.55,NORMAL,2
1260852,2,3,2.52,251,0.56,NORMAL,3
1260916,2,4,2.16,206,0.57,NORMAL,1
1260931,3,1,3.27,343,0.2,NORMAL,4
1260943,3,4,2.99,309,0.32,NORMAL,5
1261013,3,2,2.74,278,0.44,NORMAL,4
1261080,3,1,2.78,283,0.37,NORMAL,2
1261093,2,4,2.52,250,0.58,NORMAL,5
1261111,3,4,2.94,302,0.46,NORMAL,5
1261255,3,3,2.94,302,0.4,NORMAL,4
1261399,4,2,3.81,410,0.1,NORMAL,4
1261467,3,3,2.99,309,0.4,NORMAL,2
1261470,3,3,3.28,345,0.24,NORMAL,1
1261480,3,4,3.14,327,0.28,NORMAL,5
1261514,2,2,2.56,255,0.53,NORMAL,1
1261551,2,4,2.18,208,0.54,NORMAL,4
1261554,2,4,2.35,229,0.59,NORMAL,1
1261591,4,1,3.73,400,0.07,NORMAL,4
1261658,4,2,3.69,396,0.16,NORMAL,4
1261753,3,4,3.29,346,0.22,NORMAL,1
1261758,3,3,2.78,283,0.39,NORMAL,3
1261884,3,1,2.91,299,0.33,NORMAL,1
1261993,2,4,2.59,259,0.42,NORMAL,4
1262045,4,2,3.69,395,0.18,NORMAL,1
1262150,3,2,3.4,360,0.3,NORMAL,4
1262189,3,4,3.52,375,0.23,NORMAL,5
1262218,3,2,2.77,282,0.51,NORMAL,3
1262226,3,3,2.82,288,0.33,NORMAL,5
1262282,3,4,2.69,272,0.39,NORMAL,4
1262417,2,2,2.52,250,0.44,NORMAL,4
1262466,3,3,2.91,299,0.33,NORMAL,2
1262505,2,4,2.27,220,0.5,NORMAL,4
1262622,3,1,2.98,308,0.45,NORMAL,4
1262637,3,4,2.9,297,0.31,NORMAL,3
1262811,3,3,2.67,269,0.5,NORMAL,4
1262871,3,4,3.37,356,0.31,NORMAL,4
1262909,3,1,3.08,320,0.34,NORMAL,5
1262930,3,1,3.33,351,0.32,NORMAL,1
1262975,3,1,3.47,368,0.24,NORMAL,5
1263015,3,1,3.47,368,0.3,NORMAL,3
1263143,2,1,2.59,259,0.42,NORMAL,1
1263187,4,1,3.63,388,0.26,NORMAL,2
1263195,2,4,2.31,225,0.6,NORMAL,2
1263200,4,2,3.59,383,0.15,NORMAL,1
1263228,3,4,2.9,298,0.33,NORMAL,5
1263228,3,3,3,310,0.34,NORMAL,3
1263281,10,2,2.18,208,0.68,NORMAL,3
1263441,4,1,3.64,389,0.23,NORMAL,1
1263450,3,1,2.96,305,0.31,NORMAL,1
1263455,3,1,3.36,355,0.27,NORMAL,2
1263530,4,4,3.68,394,0.14,NORMAL,5
1263538,3,3,2.93,301,0.38,NORMAL,3
1263693,3,2,3.18,332,0.33,NORMAL,5
1263784,10,1,2.31,225,0.52,NORMAL,5
1263865,3,2,2.62,263,0.49,NORMAL,3
1263928,4,2,3.69,396,0.24,NORMAL,2
1264091,3,1,2.72,275,0.41,NORMAL,1
1264106,4,3,3.66,392,0.11,NORMAL,2
1264158,4,4,3.69,395,0.24,NORMAL,2
1264172,4,4,3.77,405,0.1,NORMAL,1
1264205,10,2,2.15,204,0.65,NORMAL,4
1264288,10,1,2.3,223,0.55,NORMAL,5
1264311,10,2,2.32,226,0.54,NORMAL,3
1264346,4,1,3.57,381,0.25,NORMAL,2
1264372,3,1,3.38,357,0.33,NORMAL,2
1264399,4,3,3.66,392,0.23,NORMAL,4
1264407,3,1,3.3,347,0.21,NORMAL,3
1264495,3,1,3.03,314,0.27,NORMAL,4
1264535,10,3,2.47,244,0.56,NORMAL,5
1264553,3,3,3.25,341,0.31,NORMAL,5
1264797,10,1,2.49,247,0.53,NORMAL,3
1264813,3,4,3.45,366,0.25,NORMAL,5
1264866,10,2,2.4,236,0.56,NORMAL,2
1265041,10,1,2.57,257,0.45,NORMAL,1
1265074,4,4,3.57,381,0.17,NORMAL,5
1265090,10,1,2.37,232,0.51,NORMAL,4
1265110,3,1,2.9,298,0.47,NORMAL,3
1265182,4,2,3.81,411,0.04,NORMAL,3
1265191,10,1,2.48,245,0.6,NORMAL,2
1265291,3,1,3.23,339,0.37,NORMAL,1
1265353,3,1,2.84,290,0.33,NORMAL,4
1265396,10,4,2.23,215,0.59,NORMAL,1
1265436,3,3,3.25,341,0.33,NORMAL,3
1265550,3,1,3.46,367,0.29,NORMAL,5
1265594,4,2,3.72,399,0.19,NORMAL,2
1265622,10,2,2.39,234,0.48,NORMAL,5
1265743,10,2,2.26,218,0.64,NORMAL,5
1265770,3,3,3.27,344,0.32,NORMAL,2
1265848,3,1,3.23,339,0.37,NORMAL,4
1265924,3,3,2.7,273,0.53,NORMAL,1
1265938,10,1,2.56,255,0.47,NORMAL,3
1265963,3,4,3.2,335,0.28,NORMAL,3
1266058,10,2,2.31,225,0.56,NORMAL,3
1266068,10,1,2.35,229,0.63,NORMAL,1
1266157,3,2,2.94,302,0.34,NORMAL,4
1266193,4,4,3.57,381,0.21,NORMAL,3
1266197,3,4,2.85,291,0.41,NORMAL,1
1266209,10,3,2.35,230,0.49,NORMAL,3
1266230,3,1,3.1,323,0.31,NORMAL,3
1266287,3,1,2.65,267,0.42,NORMAL,1
1266379,10,1,2.51,249,0.59,NORMAL,4
1266403,3,3,2.9,297,0.45,NORMAL,5
1266407,3,2,3.5,372,0.21,NORMAL,5
1266458,3,4,3.16,330,0.35,NORMAL,1
1266481,10,2,2.48,245,0.46,NORMAL,2
1266521,4,2,3.73,400,0.19,NORMAL,3
1266626,3,4,3.52,375,0.27,NORMAL,5
1266641,3,2,3.15,328,0.24,NORMAL,4
1266659,10,3,2.54,253,0.52,NORMAL,2
1266669,3,1,2.77,281,0.39,NORMAL,3
1266773,10,3,2.61,262,0.48,NORMAL,5
1266844,3,2,2.73,276,0.36,NORMAL,5
1266995,3,1,3.27,343,0.26,NORMAL,5
1267034,3,3,2.66,268,0.44,NORMAL,4
1267114,3,4,3.37,356,0.33,NORMAL,5
1267212,3,3,2.66,268,0.52,NORMAL,2
1267243,3,3,2.77,281,0.45,NORMAL,4
1267281,4,2,3.55,378,0.28,NORMAL,5
1267372,3,4,3.13,326,0.3,NORMAL,5
1267385,3,1,3.08,320,0.4,NORMAL,2
1267447,4,3,3.62,387,0.18,NORMAL,4
1267491,4,3,3.69,396,0.24,NORMAL,2
1267688,4,3,3.71,398,0.21,NORMAL,2
1267702,10,3,2.2,211,0.52,NORMAL,1
1267716,10,2,2.46,243,0.52,NORMAL,2
1267791,3,3,2.9,298,0.43,NORMAL,5
1267824,3,2,3.24,340,0.31,NORMAL,1
1267897,3,1,2.9,297,0.45,NORMAL,4
1267950,3,2,3.15,329,0.4,NORMAL,4
1268026,4,4,3.85,415,0.15,NORMAL,2
1268085,3,2,3.1,322,0.39,NORMAL,1
1268149,3,1,3.25,341,0.35,NORMAL,1
1268216,3,1,2.88,295,0.36,NORMAL,5
1268223,3,4,2.9,298,0.39,NORMAL,3
1268234,4,2,3.71,398,0.23,NORMAL,4
1268364,3,3,2.78,283,0.51,NORMAL,4
1268389,3,1,3.08,320,0.26,NORMAL,3
1268431,3,1,3.34,352,0.24,NORMAL,2
1268448,10,1,2.61,262,0.4,NORMAL,5
1268475,3,2,3.24,340,0.37,NORMAL,2
1268503,10,2,2.53,252,0.52,NORMAL,1
1268533,3,1,3.18,332,0.31,NORMAL,2
1268611,4,4,3.81,410,0.14,NORMAL,1
1268703,3,3,2.84,290,0.43,NORMAL,5
1268705,3,4,2.98,307,0.39,NORMAL,3
1268783,3,1,3.29,346,0.2,NORMAL,2
1268836,3,4,2.88,295,0.38,NORMAL,2
1268836,4,4,3.85,416,0.19,NORMAL,4
1269000,4,2,3.84,414,0.03,NORMAL,5
1269086,3,4,2.99,309,0.34,NORMAL,1
1269117,3,4,3.04,315,0.29,NORMAL,4
1269132,3,2,3.31,348,0.27,NORMAL,5
1269267,4,4,3.64,389,0.11,NORMAL,5
1269292,10,1,2.51,249,0.55,NORMAL,4
1269439,3,1,2.94,303,0.34,NORMAL,2
1269440,4,1,3.65,390,0.19,NORMAL,4
1269457,3,4,2.69,271,0.41,NORMAL,2
1269457,3,4,3.49,371,0.24,NORMAL,4
1269510,10,2,2.2,211,0.66,NORMAL,3
1269537,3,2,3.33,351,0.32,NORMAL,5
1269613,3,1,2.73,276,0.48,NORMAL,1
1269817,4,3,3.57,381,0.13,NORMAL,2
1269841,10,1,2.32,226,0.5,NORMAL,3
1269881,10,1,2.53,252,0.48,NORMAL,5
1269890,3,1,3.3,347,0.19,NORMAL,2
