CodigoCliente,Estrato,Habitaciones,Ingresos,Consumo,IndiceRecaudo,Estado,QSAT
1160547,1,2,1.8,375,0.36,NORMAL,4.7
1160673,3,4,3.1,357,0.92,NORMAL,1.8
1160793,2,2,2.8,296,0.15,NORMAL,2.4
1160799,2,4,2.7,262,0.37,NORMAL,1.7
1160808,4,,1.6,337,1,NORMAL,2.7
1160828,5,2,2.3,331,0.56,NORMAL,1.6
1160899,1,2,1.9,211,0.22,NORMAL,3.6
1160969,1,5,1.9,216,0.22,NORMAL,3.4
1160987,5,2,2.9,397,0.01,NORMAL,4.1
1161000,4,5,1.1,352,0.77,NORMAL,2.8
1161052,1,4,3.2,388,0.25,NORMAL,1.2
1161068,4,5,2.9,394,0,NORMAL,3.3
1161097,3,5,2.4,218,0.16,NORMAL,5
1161126,3,2,2.8,292,0.36,NORMAL,1.6
1161134,4,4,1.9,208,0.12,NORMAL,4
1161217,2,2,1.4,276,0.57,NORMAL,2.6
1161220,2,3,2.4,410,0.47,NORMAL,2.6
1161223,1,2,3,298,0,NORMAL,2.3
1161288,5,3,1.8,412,0.94,NORMAL,2.5
1161315,1,3,1.7,373,0.16,NORMAL,4.9
1161373,5,3,2.8,205,0.86,NORMAL,1.6
1161384,1,2,3.4,208,0,NORMAL,4.7
1161419,1,2,3.4,366,0.25,NORMAL,1.7
1161482,3,3,2.4,352,1,NORMAL,4
1161530,2,4,3.2,373,0.17,NORMAL,4
1161550,2,5,1.8,232,0.22,NORMAL,2.9
1161593,5,3,1.4,283,0.88,NORMAL,1.1
1161601,2,4,3.2,221,0.06,NORMAL,4.2
1161611,5,2,1.6,211,0.74,NORMAL,1.4
1161630,1,4,2,301,0.26,NORMAL,3.4
1161640,3,3,1.9,292,0.79,NORMAL,3.2
1161749,0,2,2.6,290,1,NORMAL,1.4
1161774,2,3,1.2,305,0.02,NORMAL,4.1
1161785,5,3,2.7,247,0.64,NORMAL,4
1161856,3,2,2.1,382,0.45,NORMAL,2.2
1161903,1,5,2.9,328,0.95,NORMAL,2
1161941,4,2,3.4,206,0.86,NORMAL,4.7
1161984,1,3,2.1,402,0.35,NORMAL,1.9
1162088,1,2,1.6,231,0.52,NORMAL,4.1
1162110,3,3,2.4,241,0.83,NORMAL,4.1
1162181,3,5,1.3,212,0.27,NORMAL,1
1162191,3,3,2,293,0.64,NORMAL,1.6
1162202,4,2,3.1,318,0.19,NORMAL,1.6
1162206,2,2,2.6,318,0.05,SUSPENDIDO,4.1
1162228,4,5,3.5,254,0.5,NORMAL,3.9
1162266,0,2,2.6,378,0.57,NORMAL,2.6
1162326,2,5,1,258,0.67,NORMAL,1.7
1162522,5,3,1.8,295,0.96,NORMAL,2.9
1162537,,5,1.2,409,0.98,NORMAL,1.1
1162603,,5,3.2,298,0.06,NORMAL,4.9
1162638,2,2,3.1,274,0.75,NORMAL,1.9
1162667,4,5,2.4,285,0.94,NORMAL,3
1162782,2,3,3.4,399,0.31,NORMAL,2.3
1162792,4,3,3,361,0.04,SUSPENDIDO,3.1
1162881,4,4,2,289,0.39,NORMAL,3
1162886,2,4,2.8,420,0.78,NORMAL,1.5
1162893,5,4,1.5,304,0.85,NORMAL,4.8
1162894,1,5,2,274,0.5,NORMAL,2.1
1162909,4,5,3.1,216,0.1,NORMAL,4.7
1162959,2,5,1.7,309,0.13,NORMAL,1.1
1163032,3,2,2.5,218,0.35,NORMAL,1.4
1163034,4,4,3,323,0.72,NORMAL,1.9
1163069,5,4,1.4,260,0.22,NORMAL,3.6
1163089,0,3,2.6,282,0.02,NORMAL,2.6
1163133,3,2,3.4,297,0.35,NORMAL,1.7
1163134,1,4,3.1,346,0.01,NORMAL,3.7
1163219,5,5,1.6,417,0.71,NORMAL,2.6
1163253,3,5,1.6,290,0.55,NORMAL,1.9
1163283,1,2,1.6,353,0.67,NORMAL,3.8
1163286,4,2,1.2,417,0.32,NORMAL,3.2
1163355,0,2,2.5,291,0.77,NORMAL,3.5
1163373,1,3,1.6,231,0.55,NORMAL,1.3
1163395,4,5,1.9,202,0.92,NORMAL,4.1
1163462,2,5,3.5,398,0.31,NORMAL,1
1163519,5,2,3.1,411,0.84,NORMAL,1.5
1163608,3,5,2.8,252,0.12,SUSPENDIDO,1.8
1163639,5,5,2.3,324,0.75,NORMAL,1.5
1163689,2,5,3.5,326,0.32,NORMAL,2.6
1163750,,4,1.9,231,0.21,NORMAL,4.7
1163765,4,3,3.3,215,0.36,NORMAL,3.1
1163800,5,5,1.8,323,0.55,NORMAL,3.1
1163877,1,4,3.2,259,0.96,NORMAL,3
1163927,2,4,1.8,335,0.15,NORMAL,4.5
1163986,0,2,1.7,295,0.56,NORMAL,3.5
1163987,2,2,2,406,0.39,NORMAL,1.1
1163996,3,3,1.1,389,0.32,NORMAL,3.2
1163997,1,3,2.5,409,0.54,NORMAL,4.4
1164020,2,2,2.6,410,0.93,NORMAL,4.7
1164023,3,4,3.3,398,0.05,SUSPENDIDO,4.8
1164042,5,5,1.2,322,0.75,NORMAL,1.5
1164054,5,4,2.2,281,0.13,NORMAL,3.8
1164210,1,5,3.1,243,0.06,NORMAL,1.6
1164219,5,4,3.1,379,0.18,NORMAL,4.7
1164248,2,5,3,320,0.76,NORMAL,2.6
1164352,0,3,1.2,327,0.92,NORMAL,2.5
1164501,2,3,1.5,219,0.28,NORMAL,5
1164521,4,5,1,299,0.74,NORMAL,2.2
1164553,4,2,1.1,216,0.07,NORMAL,4.6
1164660,0,2,3,229,0.88,NORMAL,3.2
1164741,4,2,2.6,214,0.87,NORMAL,1.9
1164841,2,2,1.9,418,,NORMAL,2.8
1165035,1,5,2.6,379,0.26,NORMAL,4.2
1165088,5,2,1.5,273,0.53,NORMAL,4.1
1165122,0,5,2.6,325,0.56,NORMAL,3
1165158,1,3,3.1,366,0.7,NORMAL,3.6
1165182,5,4,2.5,385,0.05,NORMAL,2.6
1165185,3,2,2.8,255,0.63,NORMAL,4.6
1165198,5,3,1.1,342,0.23,NORMAL,2.5
1165240,3,2,1.6,373,0.01,NORMAL,3.4
1165343,4,2,3.3,392,0.48,NORMAL,1.8
1165393,3,3,2.3,412,0.78,NORMAL,2.9
1165400,3,4,2.2,278,0.92,NORMAL,4.5
1165409,0,5,2.5,201,0.24,NORMAL,3.6
1165506,1,5,3.5,221,0.2,NORMAL,3.8
1165592,0,4,2.5,236,0.27,NORMAL,3.6
1165593,2,2,1.7,343,0.12,NORMAL,4.4
1165646,4,4,3.3,334,0.77,NORMAL,4.4
1165654,1,3,1.4,-307,0.43,NORMAL,1.6
1165709,4,2,1.8,269,0.38,NORMAL,1.9
1165739,4,3,3.5,419,0.23,NORMAL,4.1
1165774,0,5,1.1,298,0.98,NORMAL,5
1165981,3,4,2.3,364,0.94,NORMAL,3.7
1166014,0,3,2.3,339,0.1,NORMAL,2.7
1166050,1,2,1.5,382,0.99,NORMAL,2.5
1166083,3,3,1,261,0.97,NORMAL,2.4
1166088,4,3,1.5,304,0.31,NORMAL,2.6
1166107,4,2,2,330,0.61,NORMAL,4.6
1166177,2,4,2.9,208,0.99,NORMAL,3.3
1166264,,5,2.3,289,0.55,NORMAL,2.8
1166342,5,4,2.1,395,0.05,SUSPENDIDO,4.5
1166353,1,2,3.2,296,0.42,NORMAL,4.2
1166359,3,5,1.3,340,0.69,NORMAL,1.2
1166371,2,4,2.2,298,0.93,NORMAL,3.5
1166396,2,5,2.4,227,0.48,NORMAL,3.1
1166450,4,5,2.1,302,0.15,NORMAL,2.8
1166461,1,3,1.1,383,0.77,NORMAL,3.8
1166545,4,4,2.5,398,0.33,NORMAL,4
1166556,1,2,2.6,402,0.21,NORMAL,1.6
1166599,0,2,3.3,388,0.52,NORMAL,1.5
1166683,3,5,3,414,0.37,NORMAL,2.4
1166928,1,3,2,294,0.56,NORMAL,3.6
1166939,2,5,1.7,201,0.16,NORMAL,3.9
1166948,,4,2.2,384,0.11,SUSPENDIDO,4.3
1166983,5,5,1.7,244,0.09,NORMAL,4.8
1167004,1,5,2.7,400,0.62,NORMAL,1.1
1167083,1,3,1.3,259,0.13,NORMAL,3.6
1167091,5,3,1.7,253,0.37,NORMAL,4.1
1167096,4,3,1.9,247,0.85,NORMAL,4.7
1167121,4,5,1.6,401,0.75,NORMAL,1.6
1167169,2,3,2.3,291,0.91,NORMAL,4.6
1167171,0,3,3.1,304,0.88,NORMAL,1.2
1167320,5,2,1.1,202,0.43,NORMAL,2.2
1167322,5,2,2.8,237,0.57,NORMAL,3.5
1167353,2,4,2.5,384,0.8,NORMAL,3.6
1167356,5,2,2.3,318,0.04,NORMAL,4.1
1167441,1,3,3.5,304,0.75,NORMAL,2.6
1167455,5,4,1.1,291,0.95,NORMAL,1.1
1167481,1,3,2.6,402,0.69,NORMAL,4
1167501,2,5,3.4,319,0.72,NORMAL,5
1167625,0,3,1.7,342,0.93,NORMAL,1.5
1167649,5,4,2.8,209,0.26,NORMAL,1.8
1167650,4,3,3.5,341,0.14,NORMAL,2.4
1167737,0,5,2.7,399,0.74,NORMAL,2.3
1167755,4,3,2.8,385,0,NORMAL,2
1167770,3,2,3,327,0.06,NORMAL,4.3
1167788,3,2,2.8,247,0.33,NORMAL,1.5
1167814,1,4,2.4,232,0.77,NORMAL,3.1
1167820,3,4,1.7,400,0.28,NORMAL,1.6
1167854,5,2,1.7,332,0.77,NORMAL,4.6
1167861,0,3,3.3,317,0.81,NORMAL,2.6
1167899,4,4,3.2,228,0.67,NORMAL,2.2
1167926,1,3,2.8,268,0.08,SUSPENDIDO,4.9
1167942,5,4,2.3,353,0.76,NORMAL,3.2
1167979,3,2,2.2,309,0.66,NORMAL,3.9
1168037,0,3,3.3,349,0.01,NORMAL,1
1168057,5,2,2,219,0.05,SUSPENDIDO,3.6
1168118,0,3,1.2,384,0.78,NORMAL,4.1
1168136,5,5,1.5,330,0.69,NORMAL,3
1168145,3,5,1.7,406,0.89,NORMAL,3.4
1168163,5,3,1.2,278,0.72,NORMAL,4.6
1168182,4,,2,235,0.13,NORMAL,4.3
1168186,1,2,1.1,321,0.6,NORMAL,4.9
1168270,4,3,3.5,281,0.91,NORMAL,2
1168450,5,4,3.2,277,0.01,NORMAL,1.9
1168611,0,3,1.5,212,0.19,NORMAL,1.5
1168668,1,2,2,244,0.41,NORMAL,3.6
1168675,4,3,2.9,304,0.22,NORMAL,2.9
1168807,4,2,2.8,369,0.61,NORMAL,4.5
1168933,1,2,3.1,283,0.71,NORMAL,3
1168933,3,2,1.8,329,0.09,NORMAL,4
1168993,4,3,1.2,260,0.9,NORMAL,4.3
1169073,2,3,2.1,280,0.87,NORMAL,1.1
1169111,5,4,2,353,0.32,NORMAL,4.5
1169122,1,3,1.8,370,0.23,NORMAL,3.7
1169178,,4,2.9,323,0.31,NORMAL,4.6
1169309,2,3,3.4,340,0.78,NORMAL,4.1
1169384,0,3,1.7,301,0.35,NORMAL,4
1169406,2,4,3.5,369,0.24,NORMAL,3.9
1169476,0,2,1,273,0.2,NORMAL,3.3
1169487,5,2,3.5,416,0.57,NORMAL,3.3
1169598,4,3,2.7,354,0.23,NORMAL,4.9
1169612,1,5,2.1,402,0.76,NORMAL,2.5
1169624,2,2,1,357,0.41,NORMAL,3.5
1169630,4,4,2.8,376,0.07,NORMAL,
1169708,0,3,2.8,283,0.12,NORMAL,3.1
1169725,5,2,1.7,368,0.69,NORMAL,3.9
1169758,4,5,3.4,257,0.95,NORMAL,2.2
1169797,4,2,2.8,415,0.62,NORMAL,4.4
1169843,0,2,3,414,0.12,NORMAL,4.3
1169893,0,3,2.6,343,0.36,NORMAL,4.4
1169934,3,5,2.7,268,0.33,NORMAL,3.9
1169945,3,4,1,202,0.34,NORMAL,4.3
1169957,3,4,1.4,408,0.47,NORMAL,2.8
1170038,2,5,3,316,0.48,NORMAL,5
1170043,0,5,3,325,0.8,NORMAL,1.5
1170093,2,2,1.4,306,0.5,NORMAL,4.2
1170108,0,3,1.2,271,0,NORMAL,1.5
1170138,0,3,2.4,224,0.17,NORMAL,4.6
1170155,4,5,1,316,0.23,NORMAL,1.9
1170240,1,4,1.7,210,0.76,NORMAL,2.2
1170257,1,2,1.4,394,0.26,NORMAL,2.1
1170261,3,3,2.1,333,0.97,NORMAL,2.7
1170320,3,2,1.2,303,0.3,NORMAL,4.2
1170350,5,5,1.5,406,0.67,NORMAL,1
1170471,3,4,3.1,320,0.76,NORMAL,3.4
1170525,2,3,1.9,294,0.82,NORMAL,1
1170534,3,4,3.4,365,0.48,NORMAL,4.8
1170698,5,3,2.7,236,0.47,NORMAL,4.2
1170699,2,5,1.3,214,0.91,NORMAL,3
1170757,5,5,1.9,392,0.17,NORMAL,4.2
1170839,2,5,1.8,360,0.95,NORMAL,2.3
1170854,3,3,3.2,365,0.22,NORMAL,
1171096,3,4,2.2,297,0.31,NORMAL,4
1171106,4,3,2.4,265,0.25,NORMAL,5
1171118,2,4,1.2,394,0.67,NORMAL,1.4
1171141,2,2,1.8,262,0.51,NORMAL,4.7
1171157,2,5,3,301,0.06,NORMAL,
1171211,0,5,3.2,211,0.27,NORMAL,1.4
1171234,5,4,1.1,328,0.04,NORMAL,4.4
1171239,1,2,3.4,305,0.86,NORMAL,4.5
1171272,5,3,1.2,398,0.77,NORMAL,3.4
1171300,,2,3,249,0.49,NORMAL,4.6
1171322,0,3,2.5,201,0.6,NORMAL,2.9
1171358,4,4,1.6,306,0.59,NORMAL,1.2
1171377,1,4,2.2,207,0.83,NORMAL,2.8
1171389,4,4,2.9,345,0.1,NORMAL,1.6
1171392,5,4,3.1,355,0.3,NORMAL,2.7
1171423,5,2,2.1,236,0.24,NORMAL,2.2
1171508,0,5,1.8,353,0.1,NORMAL,3.9
1171571,5,3,1.5,407,0.7,NORMAL,2.6
1171633,1,2,1,254,0.15,SUSPENDIDO,3.2
1171672,3,5,2.2,-269,1,NORMAL,3.1
1171682,2,4,2.3,414,0.12,NORMAL,2.1
1171841,4,3,1.5,417,0.48,NORMAL,4.6
1171868,2,2,3.5,236,0.3,NORMAL,4.2
1171877,2,4,2.2,318,0.18,NORMAL,3.9
1171924,5,5,2.9,272,0.76,NORMAL,2.7
1172118,5,3,1.5,365,0.19,NORMAL,4.5
1172327,3,5,1.7,389,0.34,NORMAL,4
1172403,1,3,1.2,240,1,NORMAL,3.5
1172430,3,4,1.1,213,0.19,NORMAL,4.9
1172463,2,5,3.1,306,0.47,NORMAL,2.2
1172661,5,5,3.5,340,0.09,NORMAL,2.9
1172727,1,2,2,346,0.3,NORMAL,1.4
1172991,1,4,2.1,264,0.18,NORMAL,4.6
1172991,2,4,1.1,357,0.38,NORMAL,1.2
1173073,2,5,1.9,223,0.42,NORMAL,3
1173144,5,5,1.4,318,0.61,NORMAL,4
1173233,1,5,2.5,247,0.44,NORMAL,3.8
1173288,3,2,,369,0.75,NORMAL,4.6
1173341,5,4,1.9,253,0.91,NORMAL,2.1
1173389,0,3,2.7,325,0.93,NORMAL,2.6
1173488,4,5,2.1,276,0.23,NORMAL,1.7
1173538,3,2,2.8,377,0.94,NORMAL,1.7
1173561,5,5,1.6,420,0.12,NORMAL,1.6
1173562,1,3,1.3,380,0.68,NORMAL,4.6
1173589,3,4,1.2,335,0.17,NORMAL,1.8
1173593,1,5,2.8,362,0.55,NORMAL,2
1173689,4,4,3.3,209,0.48,NORMAL,1.4
1173706,3,5,3.4,288,0.65,NORMAL,3
1173796,4,3,3.3,288,0.23,NORMAL,4.3
1173806,1,3,3.1,280,0.1,NORMAL,4.8
1173814,1,2,2.5,250,0.34,NORMAL,4.6
1173842,1,4,2.6,285,0.45,NORMAL,4.3
1173861,0,2,1.6,230,0.58,NORMAL,2.6
1173935,,3,3.2,235,0.92,NORMAL,5
1174051,3,3,2.8,306,0.4,NORMAL,4.6
1174118,4,5,1.5,336,0.99,NORMAL,1.5
1174201,5,2,1.5,230,0.69,NORMAL,1.8
1174205,0,3,3.2,277,0.14,NORMAL,4.7
1174307,3,2,3.1,224,0.42,NORMAL,3.3
1174365,1,4,2.7,312,0.82,NORMAL,1
1174462,,2,1.8,338,0.02,NORMAL,3.9
1174468,3,4,2.4,368,0.14,NORMAL,1.7
1174469,1,5,3.2,302,0.54,NORMAL,1.5
1174561,0,4,1.6,216,0.06,NORMAL,1.8
1174562,4,5,3.2,362,0.36,NORMAL,2.6
1174587,0,4,3.3,342,0.81,NORMAL,3.2
1174640,5,2,1.4,357,0.56,NORMAL,1.2
1174646,5,5,3.1,377,0.75,NORMAL,2.3
1174686,2,5,2.6,398,0.89,NORMAL,2.6
1174738,4,3,3.5,253,0.63,NORMAL,4.4
1174758,4,3,3,356,0.2,NORMAL,1.4
1174793,1,4,2.4,351,0.25,NORMAL,1.5
1174794,,5,2.5,324,0.35,NORMAL,1.8
1174841,0,2,3,416,0.3,NORMAL,2.7
1174854,5,2,1.4,273,0.36,NORMAL,3.8
1174914,4,3,1.3,290,0.81,NORMAL,1.4
1174954,2,5,2.5,278,0.25,NORMAL,4.2
1174988,1,3,1.4,222,1,NORMAL,3.4
1174999,5,3,2.6,349,0.03,NORMAL,3.9
1175035,1,4,1.5,266,0.1,NORMAL,2.6
1175251,4,4,2.9,359,0.35,NORMAL,4.9
1175268,2,5,1,319,0.99,NORMAL,3.6
1175304,5,4,2.5,239,0,NORMAL,3.2
1175403,4,2,2.8,331,0.34,NORMAL,3.7
1175417,0,4,2.1,236,0.1,NORMAL,2
1175442,4,5,1.4,289,0.41,NORMAL,2.9
1175463,5,5,3.1,407,0.05,NORMAL,1.5
1175474,2,4,3,246,0.75,NORMAL,3.6
1175493,4,2,2,291,0.68,NORMAL,4.4
1175504,0,3,2.6,281,0.5,NORMAL,3.5
1175551,2,3,2,400,0.65,NORMAL,3.1
1175670,5,2,1.4,386,0.53,NORMAL,2.6
1175743,1,3,2.1,239,0.9,NORMAL,2.5
1175777,2,2,2.7,313,0.01,NORMAL,2.6
1175860,,3,1.4,411,0.96,NORMAL,3.6
1175932,1,3,1.5,372,0.09,SUSPENDIDO,2.3
1176032,5,3,1.4,350,0.43,NORMAL,1.5
1176134,2,2,1.4,353,0.5,NORMAL,1.7
1176175,0,3,2.3,351,0.76,NORMAL,1.1
1176210,2,2,1.7,288,0.73,NORMAL,1.4
1176267,2,4,2.4,318,0.92,NORMAL,3.4
1176275,2,5,1.9,232,0.29,NORMAL,3.2
1176342,5,3,2.8,370,0.37,NORMAL,2.7
1176405,5,4,3.5,257,0.65,NORMAL,2.7
1176470,1,3,2.7,200,0.12,NORMAL,3.4
1176491,2,3,1.5,285,0.6,NORMAL,2.3
1176502,3,3,2.8,323,0.12,NORMAL,4.4
1176615,2,3,3,353,0.32,NORMAL,2
1176673,3,5,1.9,406,0.47,NORMAL,2.6
1176704,0,3,2.5,360,0.88,NORMAL,4.4
1176721,4,4,3.1,249,0.79,NORMAL,5
1176887,2,2,3.5,206,0.67,NORMAL,2.4
1176908,3,4,1.2,260,0.52,NORMAL,4.8
1176925,3,4,2.4,249,0.96,NORMAL,1.9
1176953,1,2,3,200,0.31,NORMAL,3.9
1176961,5,3,2,385,0.52,NORMAL,4.5
1176963,2,4,2.2,201,0.29,NORMAL,2.5
1176970,5,3,3.4,370,0.58,NORMAL,2.8
1176986,1,3,2.1,250,0.74,NORMAL,5
1177030,0,5,3,276,0.19,NORMAL,4.8
1177243,0,4,3,203,0.57,NORMAL,3.2
1177249,1,4,1.9,411,0.36,NORMAL,1.7
1177257,5,3,2.1,331,0.34,NORMAL,1.4
1177284,4,4,2.4,304,0.42,NORMAL,1.6
1177294,0,3,2,403,0.03,NORMAL,3.6
1177339,1,3,1.4,217,0.24,NORMAL,1.2
1177406,2,2,3.1,393,0.08,NORMAL,2.1
1177453,2,5,1.2,374,0.46,NORMAL,3.1
1177456,3,3,1.7,338,0.51,NORMAL,3.4
1177482,1,5,2.4,279,0.29,NORMAL,4.3
1177534,0,5,2.6,381,0.47,NORMAL,1.6
1177579,5,5,1.9,370,0.8,NORMAL,3.8
1177682,3,4,1.4,235,0.87,NORMAL,4.8
1177787,3,4,2.6,285,0.22,NORMAL,4.7
1177845,1,3,3.1,346,0.12,NORMAL,1.7
1177894,1,4,1.4,218,0.25,NORMAL,4.7
1177911,0,2,2.4,306,0.3,NORMAL,2
1178000,1,5,1.3,378,0.78,NORMAL,2
1178019,2,2,2.5,347,0.4,NORMAL,3.1
1178042,0,4,2,230,0.87,NORMAL,3.6
1178086,1,5,2.9,366,0.95,NORMAL,
1178163,0,4,3.5,394,0.16,NORMAL,1.6
1178562,1,3,3.2,295,0.24,NORMAL,4.9
1178586,5,3,3.5,339,0.35,NORMAL,1.2
1178593,2,2,3,277,0.1,NORMAL,2.2
1178704,0,5,3.2,299,0.71,NORMAL,3.3
1178717,0,3,1.4,359,0.5,NORMAL,2.6
1178781,0,2,3.2,200,0.98,NORMAL,3.5
1178831,1,5,1.8,230,0.49,NORMAL,4
1178852,0,4,1.2,333,0.59,NORMAL,4.6
1178858,0,3,1.9,318,0.15,NORMAL,4.1
1178873,5,4,1.5,220,0.56,NORMAL,2.8
1178927,5,3,2.5,254,0.09,NORMAL,4.2
1178956,4,3,1.4,332,1,NORMAL,2.6
1178960,2,4,1.3,347,0.31,NORMAL,3.6
1178961,2,3,2.8,413,0.77,NORMAL,4.4
1179095,4,4,3.5,243,0.67,NORMAL,1.9
1179141,1,4,2.5,219,0.65,NORMAL,1.4
1179145,1,5,3,200,0.04,NORMAL,4.9
1179295,5,4,2.1,418,0.41,NORMAL,1.2
1179320,3,2,1.7,300,0.48,NORMAL,2.7
1179328,2,3,1.5,209,0.9,NORMAL,1.5
1179423,1,3,3.5,232,0.95,NORMAL,4.5
1179433,4,5,1.4,294,0.79,NORMAL,2.2
1179453,3,5,1.1,357,0.94,NORMAL,2.3
1179521,1,2,2.8,242,0.43,NORMAL,4.3
1179618,3,5,1.5,356,0.48,NORMAL,3.3
1179621,4,3,3.5,278,0.86,NORMAL,4.5
1179693,,4,1.8,387,0.81,NORMAL,4.7
1179752,3,5,2.2,204,0.28,NORMAL,4.4
1179828,5,5,2.9,375,0.19,NORMAL,1.1
1179875,3,3,1.9,234,0.84,NORMAL,4.7
1179900,2,2,1,392,0.07,NORMAL,4.6
1180061,0,3,3.2,218,0.7,NORMAL,1.9
1180111,1,4,1.7,257,0.61,NORMAL,1
1180138,5,5,1,215,0.21,NORMAL,2.9
1180204,0,4,2.2,206,0.08,NORMAL,1.1
1180291,2,2,2.5,337,0.57,NORMAL,2
1180337,1,3,3,386,0.88,NORMAL,4.7
1180458,0,4,2.5,226,0.89,NORMAL,4.6
1180509,1,4,1.4,382,0.85,NORMAL,2.3
1180581,5,5,2.1,288,0.26,NORMAL,3.4
1180617,4,5,1.1,379,0.53,NORMAL,2.4
1180641,4,,2.9,302,0.73,NORMAL,4.6
1180674,3,4,2.3,289,0.04,NORMAL,1.4
1180810,0,2,2.1,272,0.98,NORMAL,2.9
1180882,1,3,2.2,338,0.48,NORMAL,4.7
1180946,3,4,1.8,381,0.48,NORMAL,3.7
1180957,3,5,1.1,307,0.57,NORMAL,4.2
1181010,2,4,3.4,280,0.32,NORMAL,3.7
1181025,5,4,2.5,226,0.57,NORMAL,4.4
1181073,5,4,3.4,240,0.29,NORMAL,3.6
1181078,1,2,1.7,277,0.66,NORMAL,4.6
1181151,4,4,2.7,262,0.57,NORMAL,3.5
1181160,4,3,2.7,233,0.9,NORMAL,4.4
1181239,0,5,1.5,341,0.38,NORMAL,3.5
1181295,,5,2.2,308,0.68,NORMAL,2.3
1181379,2,4,2.7,388,0.28,NORMAL,3
1181410,5,4,3.1,341,0.13,SUSPENDIDO,1.7
1181460,,4,2.5,383,0.29,NORMAL,3.5
1181523,0,4,2.8,364,0.5,NORMAL,4.6
1181716,0,2,1,261,0.68,NORMAL,3.5
1181729,4,5,2,242,0.26,NORMAL,1.6
1181891,4,4,2.8,299,0.67,NORMAL,4
1181947,5,2,1.3,392,0.61,NORMAL,4.7
1181981,,3,2.9,246,0.82,NORMAL,3.3
1181985,0,2,2,373,0.94,NORMAL,1.9
1182067,4,3,2.4,347,0.94,NORMAL,4.3
1182069,1,3,3.2,363,0.25,NORMAL,2.4
1182070,1,3,2.7,276,0.02,SUSPENDIDO,4.8
1182119,3,5,2.4,378,0.09,NORMAL,2.2
1182180,0,4,1.4,218,0.97,NORMAL,1
1182297,5,4,1.9,203,0.25,NORMAL,4.9
1182491,2,2,1.7,202,0.75,NORMAL,2
1182492,4,2,2,233,0.56,NORMAL,2.2
1182586,5,2,2.8,230,0.62,NORMAL,2.4
1182610,4,3,3,384,0.37,NORMAL,2.8
1182673,5,4,1.3,418,0.14,NORMAL,4.4
1182733,2,4,2.6,314,0.94,NORMAL,2
1182749,4,,1.9,400,0.92,NORMAL,5
1182787,2,2,2.5,408,0.15,NORMAL,5
1182796,4,5,1.6,324,0.53,NORMAL,4.9
1182823,3,5,1.9,206,0.49,NORMAL,4.2
1182935,4,4,2.2,381,0.86,NORMAL,3.3
1182952,0,5,1,228,0.47,NORMAL,4.8
1182967,,2,2.3,248,0.78,NORMAL,2.6
1183126,4,3,2.6,290,0.83,NORMAL,2.5
1183153,3,5,2.4,230,0.4,NORMAL,4.2
1183266,4,5,2.5,203,0.99,NORMAL,4.5
1183298,5,3,1.1,237,0.06,NORMAL,3.7
1183381,3,2,3.1,246,0.07,NORMAL,2.2
1183499,2,5,1.6,399,0.87,NORMAL,4.6
1183560,4,5,3.2,355,0.6,NORMAL,
1183596,1,5,3,281,0.31,NORMAL,4
1183623,5,5,2.8,347,0.85,NORMAL,4.4
1183895,0,2,2.8,239,0.39,NORMAL,3.5
1183943,5,2,1.9,225,0.5,NORMAL,2.4
1183946,1,2,1.7,251,0.29,NORMAL,1.6
1183950,2,5,2.4,365,0.7,NORMAL,4.5
1184034,2,4,1.8,419,0.98,NORMAL,3.7
1184047,5,4,1.1,384,0.34,NORMAL,1.1
1184235,0,3,1.3,384,0,NORMAL,4
1184262,4,2,1.3,235,0.37,NORMAL,3.7
1184282,5,3,2.2,220,0.62,NORMAL,4.1
1184285,5,4,3,409,0.59,NORMAL,2.3
1184421,4,5,2,246,0.55,NORMAL,1.8
1184437,0,2,3,257,0.49,NORMAL,3.3
1184437,5,5,2.6,419,0.65,NORMAL,3.8
1184444,5,4,3.3,268,0.05,NORMAL,1.7
1184527,3,4,2.8,230,0.44,NORMAL,2.1
1184529,,5,2.8,354,0.59,NORMAL,1
1184571,2,3,1.2,302,0.08,SUSPENDIDO,1.7
1184597,4,5,1.1,264,0.07,NORMAL,1.1
1184743,4,2,1.2,230,0.93,NORMAL,2.9
1184765,4,5,1.5,378,0.42,NORMAL,1.4
1184836,1,2,1.3,394,0.79,NORMAL,1.5
1184886,3,,2.7,248,0.19,NORMAL,4.7
1184889,3,2,2.1,230,0.93,NORMAL,4
1184899,3,2,2.4,308,0.96,NORMAL,4.9
1184982,3,4,1,223,0.88,NORMAL,2.5
1185036,0,5,1.7,403,0.3,NORMAL,4.8
1185058,0,2,2.4,303,0.57,NORMAL,3.6
1185118,3,4,1,403,0.3,NORMAL,4.8
1185188,5,3,1.2,314,0.38,NORMAL,4.8
1185192,3,3,3,374,0.86,NORMAL,4
1185216,3,5,3.5,275,0.02,NORMAL,2.6
1185331,3,5,2.9,388,0.77,NORMAL,1.6
1185367,0,5,2,215,0.11,NORMAL,2.3
1185522,2,3,3,314,0.54,NORMAL,3.3
1185597,4,3,3.4,363,0.5,NORMAL,1.5
1185731,5,5,2.7,217,0.36,NORMAL,3.6
1185877,5,2,2.4,298,0.6,NORMAL,2.7
1185893,1,2,2.2,252,0.66,NORMAL,3.3
1185916,1,5,2.4,310,0.93,NORMAL,2.2
1185980,4,4,3,378,0.17,NORMAL,3.5
